I,II,III,aVR,aVL,aVF,V1
0.37357584,0.09197722,-0.009192396,-0.029520048,0.39503345,0.10886405,-0.019159058
0.34883663,0.09826618,-0.007925633,0.013642928,0.36861795,0.13355556,-0.018842423
0.32848448,0.13727966,-0.029100489,-0.043132514,0.37977135,0.09370078,-0.051430102
0.36126587,0.1242532,-0.05067873,-0.009033928,0.39496624,0.09562271,-0.035065383
0.3024971,0.1440006,-0.020982133,-0.01328532,0.42550397,0.11993329,-0.0061062584
0.35983303,0.11613913,-0.021666031,-0.021995287,0.40623647,0.12255667,-0.043533195
0.37078896,0.0977789,-0.04431287,-0.011491211,0.49292988,0.13328995,-0.016565802
0.38709745,0.10952289,-0.0512721,-0.045448124,0.48277733,0.112242796,-0.013997645
0.35262504,0.08176415,-0.024366245,0.010511275,0.49336854,0.10357136,-0.013197418
0.37881795,0.088436075,-0.027643854,0.015514599,0.500009,0.11052782,-0.011777026
0.36270627,0.12901409,-0.031694427,-0.022407025,0.512739,0.091701575,-0.010794599
0.3903413,0.1255458,-0.025383811,0.024746526,0.506676,0.0895376,-0.03619146
0.3712529,0.11384278,-0.046137266,-0.032062296,0.5449521,0.057494756,-0.053434826
0.38483033,0.07062188,-0.033143945,-0.016438894,0.516078,0.10875076,-0.041918244
0.37681395,0.09630448,-0.0141464835,0.0038247972,0.4946164,0.09297914,-0.01021456
0.41339535,0.07737036,-0.03217748,-0.03435817,0.58866596,0.1021209,-0.049195014
0.49732643,0.12376783,-0.05898227,-0.053173803,0.5321388,0.0280573,-0.046355035
0.48085323,0.08689885,-0.03536104,-0.058141537,0.56965137,0.08118872,-0.046830077
0.49158266,0.0751641,-0.047674373,0.014945327,0.57600963,0.062734865,-0.06319069
0.46700105,0.09575072,-0.021292113,-0.03721533,0.5711666,0.1075666,-0.049574926
0.49501586,0.080597766,-0.020621346,-0.03071283,0.5524714,0.08747633,-0.0069901557
0.50492203,0.12129246,-0.06053646,-0.049616247,0.56615496,0.07749578,-0.041696258
0.5631378,0.0751091,-0.012543188,-0.008756663,0.5387388,0.06175861,-0.06270221
0.49315637,0.059979886,-0.050329264,-0.043716732,0.60765684,0.07589544,-0.038318414
0.5492298,0.043037064,0.0027364201,-0.038272485,0.55425847,0.04691007,-0.018236281
0.54430956,0.08358262,-0.029784035,-0.022818102,0.569472,0.06097099,-0.065423965
0.53428584,0.07103528,-0.054097254,-0.050450303,0.5795988,0.048859876,-0.010103179
0.5680198,0.051744223,-0.05236957,-0.03310149,0.57835186,0.10318924,-0.05834946
0.54433626,0.10212859,-0.02292798,-0.0018456945,0.5700563,0.084662095,-0.03779956
0.54859555,0.08968441,-0.0380755,-0.021684414,0.6135843,0.073899925,-0.038414802
0.5435387,0.07374472,-0.032541767,-0.027997842,0.6070165,0.020181492,-0.04183749
0.57273084,0.09953971,0.0012881672,-0.026670143,0.5965742,0.064593256,-0.032263473
0.57371587,0.08342298,-0.045310628,-0.039108448,0.5840726,0.048360292,-0.01575454
0.54266775,0.051609606,-0.030484354,0.008239434,0.6150871,-0.0072144093,-0.032499645
0.5320581,0.045152612,-0.0036441365,-0.04828417,0.5860568,-0.025593124,-0.0441545
0.5575113,0.080143206,-0.026987715,-0.028179461,0.6281049,-0.032532338,-0.02325101
0.5485634,0.0695342,-0.06488654,-0.03045397,0.60007805,-0.028078796,-0.028609209
0.5661515,0.06280227,-0.023002734,-0.012935265,0.623411,-0.06922318,-0.046500586
0.59489244,0.040255453,-0.05672613,-0.011402598,0.59730554,-0.04881414,-0.032620046
0.5635825,0.067100555,-0.0056850114,-0.03446154,0.6015836,-0.02635445,-0.04886801
0.5743194,0.037566386,-0.050633118,-0.028362436,0.6250366,-0.011387999,-0.05149054
0.5786455,0.048350442,0.024860304,-0.02795919,0.64458585,-0.045539748,-0.01841386
0.5966242,0.077022396,-0.0055359937,-0.08032635,0.6318976,-0.03569965,-0.025944337
0.536749,0.032540187,-0.051168896,-0.06701644,0.6180197,-0.067256495,-0.019829053
0.5714441,0.011950952,-0.035189,-0.04769055,0.611853,-0.00640306,-0.022886707
0.5895548,0.019994665,-0.020868516,-0.047173373,0.58932245,-0.013666566,-0.053685788
0.6109409,-0.016407039,-0.020619806,-0.060278665,0.60456383,-0.023250964,-0.016267376
0.5785702,-0.03154949,-0.027797388,-0.021652462,0.5794,-0.028507989,-0.042596254
0.55220443,-0.03957224,-0.011951509,-0.03695232,0.60398245,-0.0059437086,-0.018410334
0.60331494,-0.047526617,-0.03980412,-0.04163863,0.6038781,-0.05344496,-0.039847072
0.5792563,-0.027987063,-0.045028616,-0.062817365,0.55427516,-0.055957492,-0.031431
0.56907034,-0.055025343,-0.044980526,-0.03893414,0.59248686,-0.01681285,-0.031178687
0.5811339,-0.032278378,-0.021224223,-0.09092538,0.5980352,-0.01850542,-0.02212768
0.5905442,-0.053364675,-0.031435963,-0.04199871,0.5858952,-0.062609494,-0.071430504
0.58261037,-0.057040118,-0.03326126,-0.03782326,0.59236866,-0.04971413,-0.07061489
0.5509208,-0.05218347,-0.023529038,-0.034595422,0.55581886,-0.00565186,-0.025999505
0.6131565,-0.0472881,-0.080801,-0.07106199,0.5643895,-0.031546608,-0.032652702
0.6207519,-0.041102216,-0.03392424,-0.035629284,0.59766775,-0.024382386,-0.05563849
0.6081801,-0.035761595,-0.036099333,-0.061299335,0.5738521,-0.06365164,-0.033184532
0.5721472,-0.11458254,-0.007439068,-0.057064626,0.57732034,-0.02768234,-0.068974435
0.59047824,-0.05731218,-0.07173093,-0.026800541,0.5560857,-0.06955,0.024126623
0.59384084,-0.04933392,-0.010358788,-0.0012202467,0.5637117,-0.08109895,-0.015271094
0.60526633,-0.011744044,-0.0403371,-0.04081811,0.51340055,-0.027308805,-0.029399231
0.6058326,-0.063787505,-0.03240766,-0.058529362,0.5722944,-0.013498548,-0.040674847
0.5768138,-0.039273087,-0.009010645,-0.03875561,0.58728176,-0.047604743,-0.05490358
0.59202516,-0.012969377,-0.03165476,-0.024089402,0.52538854,-0.053800996,-0.06907371
0.5982753,-0.069469705,-0.035202973,-0.030790387,0.5232661,-0.008993365,-0.04548679
0.6168474,-0.035670575,-0.038704254,0.011312179,0.5460935,-0.047445744,-0.06074529
0.60027933,-0.059934635,-0.05355876,-0.05819595,0.56177753,-0.045204572,-0.059918035
0.6002859,-0.05432037,-0.044797476,-0.039183065,0.5271042,-0.01034855,-0.07256283
0.58435446,-0.06062778,-0.058875818,-0.013587204,0.49722975,-0.05163726,-0.039572302
0.6089182,-0.059539944,-0.045794133,-0.015179612,0.51213896,-0.05798335,-0.052442666
0.58679366,0.009198851,-0.09195801,-0.08424095,0.49003476,-0.028929228,-0.03453796
0.5591248,-0.028686227,-0.036994554,-0.045642495,0.4914071,-0.059812468,-0.03643337
0.60202134,-0.023875892,-0.048345394,-0.016220234,0.49268404,-0.04880268,-0.041321356
0.58537894,-0.03640543,-0.052969374,0.011567559,0.47399122,-0.072628476,0.006943505
0.5598871,-0.07870443,-0.042184133,-0.032503378,0.4706663,-0.042871352,-0.030105185
0.55634594,-0.039013468,-0.075583905,-0.05426989,0.48119745,-0.045550678,-0.072123945
0.5689164,-0.0257867,-0.008659892,-0.06742936,0.47732747,-0.027884886,-0.038070563
0.5691595,-0.064645275,-0.049632635,-0.0032024176,0.4377067,-0.030432153,-0.04865766
0.560615,-0.028602067,-0.05082549,-0.03333377,0.46711513,-0.03687824,-0.07473921
0.5595319,-0.03415251,-0.067547165,-0.065200575,0.44439366,-0.04035412,-0.07667189
0.58380526,-0.011528386,-0.04809026,-0.052632313,0.109315984,-0.05003427,-0.039505128
0.567602,-0.057254106,-0.021159248,-0.042694714,0.109399535,-0.036707327,-0.034947496
0.5462141,-0.071179226,-0.028508686,-0.038350876,0.08173411,-0.07147365,-0.070152156
0.55732405,-0.056787435,-0.032466117,-0.06754725,0.10370002,-0.09653419,-0.030151533
0.5138107,-0.021170612,-0.038954053,0.28921458,0.07342713,-0.02664368,-0.044183746
0.5382508,-0.0867766,-0.057379335,0.27409813,0.115348026,-0.036725275,-0.0262913
0.5621782,-0.091901734,-0.07953748,0.3335083,0.07155424,-0.05307395,-0.028741812
0.5172005,-0.04907133,-0.05488001,0.31133306,0.09321411,-0.029368065,-0.054027975
0.5000486,-0.060035318,-0.05590096,0.3328387,0.08098738,-0.06581348,-0.018471537
0.49927086,-0.051352542,-0.03053121,0.35719717,0.06294077,-0.06561695,-0.07398942
0.48570377,-0.0329237,-0.045642126,0.33828035,0.09979506,-0.06871269,-0.004024044
0.48685852,-0.06320342,-0.019905802,0.3366442,0.06795157,-0.04079959,-0.06972775
0.49007544,-0.08993351,-0.028523618,0.34769085,0.044649974,-0.08413255,-0.053433444
0.46418178,-0.011904367,-0.06192391,0.34987175,0.019388504,-0.06813323,-0.064137764
0.48728976,-0.07305843,-0.089016445,0.37821183,0.057865787,-0.047319558,-0.060649678
0.49958506,-0.074613705,-0.025721459,0.36406967,0.101183735,-0.07751598,0.0050381105
0.45782563,-0.031676907,-0.026563603,0.3514116,0.097080626,-0.06695752,-0.06300572
0.5006879,-0.06175867,-0.08139312,0.38758433,0.055776034,-0.09830024,-0.03704672
0.474721,-0.055653498,-0.0242009,0.39544442,0.060843352,-0.042269565,-0.05909376
0.47920248,-0.045045935,-0.047059394,0.42447388,0.057181418,-0.068458445,-0.03597073
0.4394039,-0.033345338,-0.051803287,0.48803902,0.037921518,-0.07700262,-0.06590019
0.4635061,-0.062000692,-0.023035813,0.47067368,0.043687757,-0.08123193,-0.050208837
0.4183186,-0.025246128,-0.028751466,0.47489238,0.08032587,-0.06400944,-0.043071203
0.104936406,-0.09867407,-0.042931452,0.4950567,0.06878389,-0.08756118,-0.0703943
0.0895611,-0.04107443,-0.046805833,0.46912983,0.062136453,-0.017422581,-0.0011156567
0.09615061,-0.07337203,-0.044253595,0.5049441,0.027906114,-0.104276374,-0.04296266
0.060503535,-0.029446555,-0.06489313,0.48356137,0.05452386,-0.065904364,-0.0614114
0.065012634,-0.054360785,-0.058303703,0.46667698,0.004300582,-0.055063535,-0.07114636
0.093726136,-0.07096866,-0.0755569,0.48114148,0.06506872,-0.07301813,-0.05567609
0.061651282,-0.04456179,-0.06447941,0.5171976,0.05118744,-0.053575978,-0.08213857
0.088688366,-0.040262084,-0.06545853,0.49154696,0.016883237,-0.074117884,-0.022479946
0.050857026,-0.04559438,-0.07113837,0.5470941,0.07385761,-0.027830373,-0.049807187
0.093908556,-0.07933177,-0.056002915,0.5429503,0.0033169037,-0.08111539,-0.060497567
0.05100986,-0.06872293,-0.06552221,0.5499399,0.047527913,-0.10606707,-0.038123034
0.085391775,-0.059427954,-0.049301803,0.5297063,0.045677945,-0.085316494,-0.0737768
0.085514285,-0.060474753,-0.09209597,0.5361396,0.0074055856,-0.051919665,-0.08276875
0.057692785,-0.044956867,-0.06221887,0.5107106,0.029038873,-0.062310264,-0.062554434
0.08186623,-0.100551166,-0.057622105,0.5579326,-0.005370713,-0.04521048,-0.057702266
0.0740032,-0.0538671,-0.06676623,0.5488744,-0.032017957,-0.05051875,-0.04994192
0.056557603,-0.06665292,-0.06430114,0.5557121,0.0010700875,-0.073578894,-0.09037885
0.04567514,-0.07792208,-0.09285699,0.5810472,0.007588276,-0.07093374,-0.070278406
0.025077496,-0.07629971,-0.054320436,0.53790236,0.030274829,-0.06915656,-0.12311927
0.069779046,-0.06603777,-0.048794895,0.55006427,0.016183259,-0.024060095,-0.085394
0.029918572,-0.13406488,-0.05217243,0.56150997,-0.060172264,-0.04822673,-0.047737945
0.06152294,-0.07636424,-0.04156391,0.5384806,-0.08262689,-0.024504714,-0.043117933
0.05272166,-0.08014914,-0.058602247,0.5554725,-0.07323307,-0.045817252,-0.085472934
0.0699215,-0.052270677,-0.053352717,0.57094055,-0.08152487,-0.06419801,-0.06941843
0.04861952,-0.07932948,-0.060097132,0.55625147,-0.08771843,-0.083606176,-0.06270682
0.046367344,-0.06781293,-0.049759638,0.5904387,-0.07538464,-0.059480257,-0.04194845
0.06586399,-0.032955922,-0.09534605,0.5353596,-0.06231121,-0.06501884,-0.033219557
0.056172755,-0.04420432,-0.08196297,0.58917236,-0.07554412,-0.0659643,-0.061029706
0.05401481,-0.046334907,-0.032642342,0.5808988,-0.07085039,-0.06856232,-0.06959267
0.055272557,-0.07466585,-0.113877125,0.5570757,-0.05077011,-0.10571766,-0.09354228
0.013347049,-0.05409491,-0.06775911,0.5505598,-0.07497065,-0.03973876,-0.06279417
0.057341676,-0.069919735,-0.041796282,0.52785647,-0.09192111,-0.06625085,-0.023743333
0.052579176,-0.06944895,-0.0673923,0.553791,-0.05425801,-0.093812145,-0.039723232
0.018096883,-0.057617743,-0.07391167,0.5906884,-0.060494456,-0.056176197,-0.062314283
0.031626906,-0.07803475,-0.06350645,0.5684915,-0.05952169,-0.0832116,-0.060027324
0.033777937,-0.03651731,-0.07343978,0.5925591,-0.0538606,-0.05513456,-0.0801477
0.0299077,-0.069861524,-0.06604193,0.5564062,-0.05752609,-0.049025793,-0.07380164
0.037286755,-0.05457231,-0.08060714,0.58226794,-0.066364944,-0.04654679,-0.06398754
0.05722757,-0.03810716,-0.04504568,0.55291617,-0.019390117,-0.070437506,-0.06420648
0.048205405,-0.04686479,-0.039032564,0.5469132,-0.093197234,-0.07577342,-0.047282863
-0.001724912,-0.09595398,-0.0704434,0.56285924,-0.07950394,-0.08028636,-0.04853394
0.03489024,-0.059154447,-0.09578215,0.55029833,-0.04870568,-0.08250349,-0.05764103
0.046937253,-0.05131378,-0.07880503,0.5311562,-0.06547644,-0.06867277,-0.08831109
0.025985302,-0.050765738,-0.07228277,0.5566008,-0.05344454,-0.07278986,-0.0878313
0.037940502,-0.09114275,-0.058766074,0.56043017,-0.06548172,-0.08538293,-0.08663468
0.054219708,-0.08229043,-0.08930999,0.58154345,-0.041668598,-0.09202542,-0.06443933
0.032283973,-0.049530458,-0.08480487,0.5726082,-0.08957184,-0.07159674,-0.10994805
0.014613941,-0.08492774,-0.059479006,0.5757882,-0.04284333,-0.07837648,-0.06981803
0.028330473,-0.07595637,-0.051184267,0.563136,-0.046542514,-0.092789784,-0.041789588
0.008110787,-0.038713846,-0.082663245,0.5525434,-0.094437145,-0.053619944,-0.056894843
-0.07002123,-0.07145527,-0.097163625,0.5182982,-0.057885975,-0.03505743,-0.07751384
-0.077794485,-0.08530169,-0.0050838394,0.5426849,-0.071627,-0.05151444,0.27020803
-0.03976385,-0.08858446,-0.05536603,0.54825896,-0.08316376,-0.085435875,0.30659747
-0.087665595,-0.06464263,-0.0766371,0.5619336,-0.10906941,-0.07230161,0.30278683
-0.040913556,-0.09822387,-0.054180283,0.5427995,-0.09177718,-0.04075233,0.29778987
-0.061826497,-0.0767705,-0.07431291,0.5499983,-0.057661537,-0.095297776,0.29685864
-0.10007176,-0.06542102,-0.054742493,0.50049675,-0.055808805,-0.05643373,0.3159535
-0.06499347,-0.04636346,-0.06915859,0.5103847,-0.07656067,-0.10130812,0.3140153
-0.11460678,-0.059255295,-0.07078081,0.52110773,-0.056266554,-0.038925502,0.34127536
-0.06035486,-0.08714632,-0.075136654,0.5311801,-0.053959817,-0.08147131,0.3557824
-0.05541812,-0.049554363,-0.10207038,0.5003305,-0.07002995,-0.028541874,0.30884275
-0.08522656,-0.07936974,-0.03461754,0.49669534,-0.08782611,-0.038818162,0.31675568
-0.07116413,-0.09834915,-0.092465766,0.5070327,-0.064814,-0.075763695,0.37317115
-0.034806535,-0.07733051,-0.101090156,0.4655559,-0.06414999,-0.088277794,0.35431617
-0.08425817,-0.045379847,-0.07840043,0.5148441,-0.060664345,-0.070247725,0.4094078
-0.09557388,-0.07109093,-0.093625166,0.45957676,-0.05708766,-0.07799891,0.4586139
-0.045013893,-0.07439673,-0.07568142,0.4330934,-0.10189045,-0.082678504,0.45250922
-0.035645794,-0.042153306,-0.061142262,0.46581608,-0.08509612,-0.1080598,0.4962832
-0.07507294,-0.103773944,-0.05524079,0.49357888,-0.113119274,-0.08543792,0.45386875
-0.05516583,-0.101107076,-0.059100475,0.46518087,-0.06045517,-0.09760467,0.4869167
-0.048812743,-0.10795919,-0.0817549,0.46216452,-0.07988849,-0.064609304,0.44174287
-0.09073804,-0.06843539,-0.07489652,0.4415119,-0.067272075,-0.05606693,0.5044239
-0.08583949,-0.07280351,-0.06797579,0.43103045,-0.105646946,-0.06131969,0.5009751
-0.051759813,-0.045522578,-0.11153305,0.39642784,-0.048357688,-0.0695298,0.51957005
-0.042919867,-0.07175065,-0.06520846,0.37524238,-0.10050693,-0.093678296,0.5148866
-0.06560429,-0.08494505,-0.1060079,0.07020951,-0.061370645,-0.07275389,0.49568465
-0.09469886,-0.077066675,-0.03629564,0.09151323,-0.07474357,-0.06124727,0.4790306
-0.03760092,-0.07498799,-0.08543245,0.07108322,-0.081131,-0.089066856,0.49499467
-0.08820003,-0.11101584,-0.081278116,0.07557117,-0.082983814,-0.075200886,0.47618872
-0.084520735,-0.023611346,-0.09321212,0.09363278,-0.09057924,-0.08072721,0.4971615
-0.07120748,-0.067656815,-0.090653636,0.06735387,-0.052150313,-0.044806905,0.52805465
-0.04720618,-0.07408922,-0.032807518,0.057106677,-0.07803713,-0.061258424,0.52232903
-0.061443906,-0.06622014,-0.05971603,0.041931953,-0.10390785,-0.06634023,0.5223462
-0.07045904,-0.064568125,0.24475604,0.09745109,-0.08643555,-0.11309022,0.51427585
-0.06972238,-0.08179922,0.31130642,0.06620423,-0.076421365,-0.0755314,0.4977945
-0.07834853,-0.09184365,0.31047404,0.035430014,-0.06126272,-0.08231909,0.5397723
-0.068285584,-0.06745936,0.28627545,0.029470162,-0.09154077,-0.08272152,0.54638433
-0.130268,-0.07196258,0.3032261,0.07650928,-0.09043233,-0.11094507,0.52142173
-0.08583623,-0.09610189,0.3018863,0.029217048,-0.079435445,-0.101659454,0.5328165
-0.0753038,-0.051749527,0.34662893,0.08552419,-0.062661745,-0.08149059,0.5763399
-0.10337553,-0.07448821,0.29614142,-0.008236014,-0.107730344,-0.058068138,0.57047784
-0.072852656,-0.06598274,0.3197737,0.07375539,-0.07047203,-0.09238961,0.5191681
-0.084891275,-0.05296343,0.3129719,0.053416535,-0.0900831,-0.088800624,0.54850996
-0.04591391,-0.08058565,0.29744902,0.044390988,-0.087512076,-0.045401584,0.5804248
-0.049783453,-0.07490481,0.37441012,0.03681612,-0.041212335,-0.087180294,0.5478966
-0.09077923,-0.06526257,0.31130472,0.07641223,-0.085392505,-0.084038906,0.5475216
-0.084697984,-0.09617845,0.34358734,0.050977744,-0.06658735,-0.083986126,0.5752063
-0.08337713,-0.08081715,0.30850825,0.016978469,-0.0675199,-0.10880828,0.57331944
-0.091147155,-0.079602994,0.41560486,-0.0011621881,-0.10571444,-0.070678,0.5722859
-0.07842808,-0.10144975,0.43803778,0.03490339,-0.11923647,-0.0953861,0.54811716
-0.097707674,-0.036189295,0.41898036,0.029445896,-0.06612239,-0.08314344,0.5661668
-0.10536661,-0.11090017,0.4529506,-0.0028512431,-0.10442523,-0.073866844,0.58213156
-0.07051118,-0.10892748,0.44143453,0.024486467,-0.11624906,-0.04411425,0.5503422
-0.07058473,-0.056890786,0.47547755,0.012133788,-0.062652074,-0.10953072,0.54215026
-0.09947037,-0.06911873,0.4848299,0.021786865,-0.10377259,-0.06608441,0.5734747
-0.0656845,-0.1041109,0.4510353,0.03407908,-0.09904195,-0.06621714,0.58821326
-0.09642952,-0.07165218,0.4693357,0.047343835,-0.044310503,-0.09656226,0.5878128
-0.078939825,-0.054646123,0.47635493,0.03357248,-0.11719784,-0.07201306,0.5360082
-0.06780023,-0.08481237,0.48981017,-0.001158478,-0.10933283,-0.051338386,0.5357815
-0.085082136,-0.032433428,0.48229945,0.018497411,-0.09360385,-0.09970931,0.5182218
-0.07551665,-0.1190927,0.4902546,0.010203719,-0.0894166,-0.07978207,0.53848857
-0.095140435,-0.07093537,0.4858696,-0.019904265,-0.10268675,-0.07671581,0.51174814
-0.08894034,-0.06168044,0.4971774,0.012474555,-0.10818411,-0.07432743,0.5195824
-0.08932616,-0.06738209,0.5248127,0.039390367,-0.055009082,-0.06982313,0.54080474
-0.10033728,-0.089492835,0.5156021,0.00062850025,-0.08014599,-0.08207962,0.5310325
-0.089136735,-0.09141008,0.5203763,-0.034204006,-0.073897876,-0.07533253,0.48325422
-0.116767935,-0.076912664,0.52432656,-0.004038057,-0.08854007,-0.10402504,0.54689634
-0.09581174,-0.069673575,0.5101451,-0.031262897,-0.08019957,-0.0827086,0.4895599
-0.09187805,-0.07413107,0.5227952,0.00791671,-0.06752251,-0.095707364,0.4876794
-0.091494784,-0.065570034,0.49775293,-0.07587389,-0.10629717,-0.11096777,0.4775083
-0.091390565,-0.10693801,0.5477098,-0.089978814,-0.08126389,-0.0967435,0.48424178
-0.087984085,-0.09130423,0.46939033,-0.09337209,-0.07282796,-0.08135968,0.47450563
-0.07734693,-0.105736084,0.52586037,-0.09118045,-0.056039814,-0.078219816,0.46976277
-0.069631144,-0.09484374,0.5528122,-0.086955994,-0.048163664,-0.11249067,0.43249285
-0.10030127,-0.06700155,0.5049444,-0.10275067,-0.08590877,-0.1060595,0.47874275
-0.11155322,-0.08532953,0.5422806,-0.11524427,-0.06471643,-0.07299608,0.47495234
-0.108512096,-0.035534024,0.5225682,-0.064897224,-0.14107457,-0.07750824,0.50916904
-0.09759601,-0.08398383,0.5305407,-0.09555998,-0.0568063,-0.070109904,0.4677826
-0.095069885,-0.08683762,0.558403,-0.0846906,-0.102549136,-0.06067485,0.44170612
-0.10360963,-0.08608605,0.5448465,-0.08250407,-0.09303166,-0.07745197,0.42101514
-0.11430904,-0.10114288,0.50143266,-0.0819463,-0.079564616,-0.09668286,0.43630716
-0.09768486,-0.08971918,0.52365863,-0.112038806,-0.09163129,-0.08626546,0.4402245
-0.08510839,-0.06618117,0.5635938,-0.12225373,-0.08480786,-0.055538986,0.4140169
-0.07700956,-0.08663073,0.55379826,-0.100683995,-0.057156287,-0.033621166,0.417957
-0.10023056,-0.10495129,0.58034647,-0.08116787,-0.0967665,-0.07982017,0.44715816
-0.097512744,-0.107754484,0.5794329,-0.103811786,-0.11099126,-0.0785417,0.04626721
-0.10795617,-0.098426245,0.539163,-0.09652063,-0.05315293,-0.07490804,0.015177386
-0.09021914,-0.088113084,0.5961323,-0.047044408,-0.07905507,-0.089114495,0.0692968
-0.106725805,-0.0658855,0.54644823,-0.12666571,-0.05131245,-0.06648015,0.05697866
-0.07846027,-0.1167326,0.526428,-0.1050235,-0.07265023,-0.069761924,0.015328922
-0.12580447,-0.09648367,0.53256285,-0.052155066,-0.116559036,-0.08299962,0.056829885
-0.097442776,-0.08736398,0.49948713,-0.091142155,-0.07734249,-0.09661058,0.027040087
-0.08438979,-0.12708606,0.57597977,-0.104531646,-0.110090904,-0.120825864,0.054496653
-0.08689572,-0.10724437,0.57478434,-0.06719703,-0.09042377,-0.075924136,0.08244124
-0.03687092,-0.10432936,0.52146083,-0.08962698,-0.09224588,0.266022,0.0393357
-0.083893485,-0.10680889,0.5359276,-0.09785565,-0.12324276,0.25325537,0.06307343
-0.111127175,-0.08720829,0.54094446,-0.087198704,-0.10730229,0.25154027,0.015325446
-0.09311067,-0.09441258,0.5182054,-0.10436357,-0.047097642,0.2933753,0.007948748
-0.12688032,-0.10246112,0.500524,-0.11170522,-0.08658785,0.25400788,0.07708173
-0.093120106,-0.082948856,0.5294664,-0.09378005,-0.09502003,0.2977873,0.041243587
-0.10832064,-0.05719802,0.52513385,-0.11187945,-0.055401713,0.31430137,0.046129953
-0.07350182,-0.05902449,0.52150404,-0.091595754,-0.09973433,0.31393617,0.054703124
-0.102949224,-0.13041386,0.53127885,-0.084870294,-0.09378683,0.30050167,0.019329922
-0.094441235,-0.08056447,0.55280334,-0.07504471,-0.072289854,0.2885755,0.044570085
-0.10496326,-0.09581257,0.51537627,-0.069693595,-0.100266814,0.33041644,0.039678775
-0.05761994,-0.08929386,0.52190965,-0.1005117,-0.10732739,0.34766445,-0.0015888617
-0.098965384,-0.10050619,0.52993906,-0.08255223,-0.13761565,0.31704035,0.052626114
-0.05603163,-0.090330996,0.5232244,-0.0828323,-0.111412734,0.3433357,0.046523266
-0.07654066,-0.089795545,0.4964328,-0.08626732,-0.11174425,0.44619665,-0.0073075113
-0.083321966,-0.10454233,0.5070693,-0.10255249,-0.08979196,0.42809924,0.020315137
-0.08572692,-0.11102893,0.5123546,-0.113662936,-0.105310746,0.41997117,0.009592871
-0.08536259,-0.10221245,0.4749415,-0.0831985,-0.05007816,0.4551406,0.040448852
-0.13192762,-0.08868899,0.5187276,-0.12751143,-0.11452675,0.42581317,-0.01829741
-0.09908615,-0.08152855,0.5178816,-0.09886527,-0.06549554,0.42066538,0.07975987
-0.0767383,-0.076574475,0.4704329,-0.14471407,-0.0892464,0.46876243,0.0019839837
-0.094751045,-0.1036569,0.4842475,-0.120501146,-0.07763762,0.45009944,0.017970767
-0.122007206,-0.08822652,0.48855332,-0.11144609,-0.078983024,0.45741698,0.028646892
-0.09508048,-0.074782334,0.45997837,-0.072097905,-0.1383971,0.4565494,-0.005360361
-0.060077917,-0.07084813,0.47555637,-0.08039787,-0.094391085,0.46478698,-0.006108085
-0.0693485,-0.095462985,0.46407443,-0.10536502,-0.09953089,0.50727165,-0.016265513
-0.09565137,-0.098829925,0.42618933,-0.0798239,-0.11707085,0.5172395,-0.026347822
-0.07550592,-0.09071242,0.45932382,-0.07678245,-0.085342385,0.5244769,-0.0056600845
-0.101987325,-0.11765133,0.4225866,-0.09787048,-0.060326375,0.51477516,-0.016289672
-0.12885554,-0.0986503,0.4576797,-0.12246567,-0.14823818,0.50649977,-0.026286364
-0.11338701,-0.080005966,0.4196365,-0.09905594,-0.10558709,0.47253498,-0.02765932
-0.06375815,-0.08217698,0.42386046,-0.09697377,-0.11993124,0.5012399,-0.08349125
-0.10061266,-0.10053816,0.44841918,-0.11978189,-0.09369725,0.5517373,-0.111084074
-0.10011601,-0.09089397,0.42465225,-0.087907396,-0.10176076,0.5033024,-0.10018763
-0.10135927,-0.111855514,0.38675135,-0.089766264,-0.10747605,0.54551,-0.07738916
-0.05739259,-0.081405476,0.38152558,-0.086574465,-0.081685185,0.5193386,-0.09053081
-0.06306761,-0.09714321,0.035629362,-0.09000832,-0.062863156,0.4674834,-0.11657797
-0.05132128,-0.101215914,0.054649644,-0.081100024,-0.04247051,0.5364609,-0.09617431
-0.09898653,-0.1030401,0.053027432,-0.09939218,-0.11059821,0.5513768,-0.08706519
-0.09000051,-0.09717088,0.028067606,-0.091877304,-0.1323305,0.52726716,-0.07612756
-0.12635186,-0.10497657,0.020617438,-0.10397382,-0.08483509,0.55489755,-0.111126594
-0.06658498,-0.08296081,0.048589267,-0.10781365,-0.06391397,0.49866277,-0.10729426
-0.11958254,-0.10413262,0.038280603,-0.06946196,-0.07995315,0.5058836,-0.110130146
-0.091993354,-0.06446958,0.08398682,-0.13720424,-0.06420192,0.5390598,-0.109239265
-0.11837546,-0.0671252,0.040464014,-0.07889421,-0.10093914,0.54566425,-0.088329315
-0.10830592,-0.11435945,0.07487146,-0.1089394,-0.10872007,0.5642042,-0.084638804
-0.11337163,-0.0952323,0.013998489,-0.11162715,-0.09431767,0.5505927,-0.07560831
-0.10888032,-0.10973594,0.004727253,-0.09149127,-0.103333876,0.5144739,-0.09854631
-0.107600324,0.247806,0.012541051,-0.12661006,-0.08355599,0.5429301,-0.124924324
-0.10787692,0.29984236,0.05744279,-0.113232,-0.07751619,0.5507968,-0.08352214
-0.08033716,0.25901058,0.067466184,-0.11398663,-0.07604217,0.5012008,-0.09382097
-0.11919202,0.27764672,0.015351372,-0.10152273,-0.086882904,0.53750634,-0.09589537
